Security,Type,InputType,Input,Source
CHINA 10YR,FUTURE,ClearMacro,China,CLEARMACRO
CHINA 10YR,FUTURE,Equity Performance,SHSZ300 Index,BBG
CHINA 10YR,FUTURE,GENERIC_TICKER,TFT1_COMDTY,BBG
CHINA 10YR,FUTURE,NO_ADJ,TFT1 A:00_0_N? COMDTY,BBG
CHINA 10YR,FUTURE,Return Period,252,BBG
CHINA 10YR,FUTURE,RISK_TICKER,TFT1 A:00_0_R? COMDTY,BBG
CHINA 10YR,FUTURE,RISK_TICKER2,TFT1 A:00_0_R? COMDTY,BBG
CHINA 10YR,FUTURE,Spot,TFT1 A:00_0_R? COMDTY,BBG
CHINA 10YR,FUTURE,TREND_PRICE,TFT1 A:00_0_D? COMDTY,BBG
CLP,FORWARD,10YYields,CLGB10Y Index,BBG
CLP,FORWARD,2M_FWD,CHN2M CMPN Curncy,BBG
CLP,FORWARD,2YYields,CLGB2Y Index,BBG
CLP,FORWARD,3M_FWD,CHN3M CMPN Curncy,BBG
CLP,FORWARD,3MYields,CLTN90DN Index,BBG
CLP,FORWARD,ACTIVE_TICKER,USDCLPCR CURNCY,BBG
CLP,FORWARD,Carry,CHNI3M Curncy,BBG
CLP,FORWARD,Carry2,US0003M Curncy,BBG
CLP,FORWARD,Carry3,CEWSCLP Index,BBG
CLP,FORWARD,ClearMacro,Chile,CLEARMACRO
CLP,FORWARD,CPI_YOY,CNPINSYO Index,BBG
CLP,FORWARD,Current Account,EHCACL INDEX,BBG
CLP,FORWARD,Economic Surprises,CESICLP Index,BBG
CLP,FORWARD,Equity Performance,IPSA Index,BBG
CLP,FORWARD,FX XXXGBP,CLPGBP CURNCY,BBG
CLP,FORWARD,GBP_Spot,GBPCLP Curncy,BBG
CLP,FORWARD,GENERIC_TICKER,USDCLPCR_CURNCY,BBG
CLP,FORWARD,IMPVOL,USDCLPV3M Curncy,BBG
CLP,FORWARD,Inflation Surprises,CSIICLP Index,BBG
CLP,FORWARD,NO_ADJ,USDCLP CURNCY,BBG
CLP,FORWARD,OECD CLI,OECLKLAC Index,BBG
CLP,FORWARD,PPP,IPPPCHL Index,BBG
CLP,FORWARD,Return Period,22,BBG
CLP,FORWARD,RISK_TICKER,USDCLP CURNCY,BBG
CLP,FORWARD,RISK_TICKER2,CLPUSD CURNCY,BBG
CLP,FORWARD,Spot,USDCLP CURNCY,BBG
CLP,FORWARD,TREND_PRICE,USDCLP CURNCY,BBG
CLP,FORWARD,Unemployment Rate,CHUETOTL Index,BBG
CLP,FORWARD,USD_Spot,USDCLP Curncy,BBG
CNY,FORWARD,10YYields,GCNY10YR Index,BBG
CNY,FORWARD,2M_FWD,CCN2M CMPN Curncy,BBG
CNY,FORWARD,2YYields,GCNY2YR Index,BBG
CNY,FORWARD,3M_FWD,CCN3M CMPN Curncy,BBG
CNY,FORWARD,3MYields,SHIF3M Index,BBG
CNY,FORWARD,ACTIVE_TICKER,USDCNYCR CURNCY,BBG
CNY,FORWARD,Carry,CNHI3M Curncy,BBG
CNY,FORWARD,Carry 12M,CCNI12M CMPN Curncy,BBG
CNY,FORWARD,Carry2,US0003M Curncy,BBG
CNY,FORWARD,Carry2 12M,US0012M Curncy,BBG
CNY,FORWARD,Carry3,CEWSCNY Index,BBG
CNY,FORWARD,ClearMacro,China,CLEARMACRO
CNY,FORWARD,CPI_YOY,CNCPIYOY Index,BBG
CNY,FORWARD,Current Account,EHCACN INDEX,BBG
CNY,FORWARD,Economic Surprises,CESICNY Index,BBG
CNY,FORWARD,Equity Performance,SHSZ300 Index,BBG
CNY,FORWARD,FX XXXGBP,CNYGBP CURNCY,BBG
CNY,FORWARD,GBP_Spot,GBPCNY Curncy,BBG
CNY,FORWARD,GENERIC_TICKER,USDCNYCR_CURNCY,BBG
CNY,FORWARD,IMPVOL,USDCNYV3M Curncy,BBG
CNY,FORWARD,Inflation Surprises,CSIICNY Index,BBG
CNY,FORWARD,NO_ADJ,USDCNY CURNCY,BBG
CNY,FORWARD,OECD CLI,OECNKLAC Index,BBG
CNY,FORWARD,PPP,IPPPCHN Index,BBG
CNY,FORWARD,Return Period,22,BBG
CNY,FORWARD,RISK_TICKER,USDCNY CURNCY,BBG
CNY,FORWARD,RISK_TICKER2,CNYUSD CURNCY,BBG
CNY,FORWARD,Spot,USDCNY CURNCY,BBG
CNY,FORWARD,TREND_PRICE,USDCNY CURNCY,BBG
CNY,FORWARD,Unemployment Rate,CNUERATE Index,BBG
CNY,FORWARD,USD_Spot,USDCNY Curncy,BBG
COFFEE,FUTURE,ACTIVE_TICKER,KCA COMDTY,BBG
COFFEE,FUTURE,Carry,KC1 A:00_0_N? COMDTY,BBG
COFFEE,FUTURE,Carry2,KC2 A:00_0_N? COMDTY,BBG
COFFEE,FUTURE,ClearMacro,Coffee,CLEARMACRO
COFFEE,FUTURE,FX XXXGBP,USDGBP CURNCY,BBG
COFFEE,FUTURE,GENERIC_TICKER,KC1_COMDTY,BBG
COFFEE,FUTURE,NO_ADJ,KC1 A:00_0_N? COMDTY,BBG
COFFEE,FUTURE,Return Period,252,BBG
COFFEE,FUTURE,RISK_TICKER,KC1 A:00_0_R? COMDTY,BBG
COFFEE,FUTURE,RISK_TICKER2,KC1 A:00_0_R? COMDTY,BBG
COFFEE,FUTURE,Spot,KC1 A:00_0_R? COMDTY,BBG
COFFEE,FUTURE,TREND_PRICE,KC1 A:00_0_D? COMDTY,BBG
COP,FORWARD,10YYields,COGR10Y Index,BBG
COP,FORWARD,2M_FWD,CLN2M CMPN Curncy,BBG
COP,FORWARD,2YYields,COGR2Y Index,BBG
COP,FORWARD,3M_FWD,CLN3M CMPN Curncy,BBG
COP,FORWARD,3MYields,DTF RATE Index,BBG
COP,FORWARD,ACTIVE_TICKER,USDCOPCR CURNCY,BBG
COP,FORWARD,Carry,CLNI3M Curncy,BBG
COP,FORWARD,Carry2,US0003M Curncy,BBG
COP,FORWARD,Carry3,CEWSCOP Index,BBG
COP,FORWARD,ClearMacro,Colombia,CLEARMACRO
COP,FORWARD,CPI_YOY,COCPIYOY Index,BBG
COP,FORWARD,Current Account,EHCACO INDEX,BBG
COP,FORWARD,Economic Surprises,CESICOP Index,BBG
COP,FORWARD,Equity Performance,COLCAP Index,BBG
COP,FORWARD,FX XXXGBP,COPGBP CURNCY,BBG
COP,FORWARD,GBP_Spot,GBPCOP Curncy,BBG
COP,FORWARD,GENERIC_TICKER,USDCOPCR_CURNCY,BBG
COP,FORWARD,IMPVOL,USDCOPV3M Curncy,BBG
COP,FORWARD,Inflation Surprises,CSIICOP Index,BBG
COP,FORWARD,NO_ADJ,USDCOP CURNCY,BBG
COP,FORWARD,PPP,IPPPCOL Index,BBG
COP,FORWARD,Return Period,22,BBG
COP,FORWARD,RISK_TICKER,USDCOP CURNCY,BBG
COP,FORWARD,RISK_TICKER2,COPUSD CURNCY,BBG
COP,FORWARD,Spot,USDCOP CURNCY,BBG
COP,FORWARD,TREND_PRICE,USDCOP CURNCY,BBG
COP,FORWARD,Unemployment Rate,COUNTOTN Index,BBG
COP,FORWARD,USD_Spot,USDCOP Curncy,BBG
COPPER,FUTURE,ACTIVE_TICKER,HGA COMDTY,BBG
COPPER,FUTURE,Carry,HG1 A:00_0_N? COMDTY,BBG
COPPER,FUTURE,Carry2,HG2 A:00_0_N? COMDTY,BBG
COPPER,FUTURE,ClearMacro,"Copper
",CLEARMACRO
COPPER,FUTURE,FX XXXGBP,USDGBP CURNCY,BBG
COPPER,FUTURE,GENERIC_TICKER,HG1_COMDTY,BBG
COPPER,FUTURE,NO_ADJ,HG1 A:00_0_N? COMDTY,BBG
COPPER,FUTURE,Return Period,252,BBG
COPPER,FUTURE,RISK_TICKER,HG1 A:00_0_R? COMDTY,BBG
COPPER,FUTURE,RISK_TICKER2,HG1 A:00_0_R? COMDTY,BBG
COPPER,FUTURE,Spot,HG1 A:00_0_R? COMDTY,BBG
COPPER,FUTURE,TREND_PRICE,HG1 A:00_0_D? COMDTY,BBG
CORN,FUTURE,ACTIVE_TICKER,C A COMDTY,BBG
CORN,FUTURE,Carry,C 1 A:00_0_N? COMDTY,BBG
CORN,FUTURE,Carry2,C 2 A:00_0_N? COMDTY,BBG
CORN,FUTURE,ClearMacro,Corn,CLEARMACRO
CORN,FUTURE,FX XXXGBP,USDGBP CURNCY,BBG
CORN,FUTURE,GENERIC_TICKER,C_1_COMDTY,BBG
CORN,FUTURE,NO_ADJ,C 1 A:00_0_N? COMDTY,BBG
CORN,FUTURE,Return Period,22,BBG
CORN,FUTURE,RISK_TICKER,C 1 A:00_0_R? COMDTY,BBG
CORN,FUTURE,RISK_TICKER2,C 1 A:00_0_R? COMDTY,BBG
CORN,FUTURE,Spot,C 1 A:00_0_R? COMDTY,BBG
CORN,FUTURE,TREND_PRICE,C 1 A:00_0_D? COMDTY,BBG
COTTON,FUTURE,ACTIVE_TICKER,CTA COMDTY,BBG
COTTON,FUTURE,Carry,CT1 A:00_0_N? COMDTY,BBG
COTTON,FUTURE,Carry2,CT2 A:00_0_N? COMDTY,BBG
COTTON,FUTURE,ClearMacro,Cotton,CLEARMACRO
COTTON,FUTURE,FX XXXGBP,USDGBP CURNCY,BBG
COTTON,FUTURE,GENERIC_TICKER,CT1_COMDTY,BBG
COTTON,FUTURE,NO_ADJ,CT1 A:00_0_N? COMDTY,BBG
COTTON,FUTURE,Return Period,252,BBG
COTTON,FUTURE,RISK_TICKER,CT1 A:00_0_R? COMDTY,BBG
COTTON,FUTURE,RISK_TICKER2,CT1 A:00_0_R? COMDTY,BBG
COTTON,FUTURE,Spot,CT1 A:00_0_R? COMDTY,BBG
COTTON,FUTURE,TREND_PRICE,CT1 A:00_0_D? COMDTY,BBG
DKK,FORWARD,ACTIVE_TICKER,USDDKK CURNCY,BBG
DKK,FORWARD,Carry,DKKI3M CURNCY,BBG
DKK,FORWARD,Carry 12M,DKKI12M CURNCY,BBG
DKK,FORWARD,Carry2,US0003M Curncy,BBG
DKK,FORWARD,Carry2 12M,US0012M Curncy,BBG
DKK,FORWARD,ClearMacro,Denmark,CLEARMACRO
DKK,FORWARD,Equity Performance,KFX Index,BBG
DKK,FORWARD,GENERIC_TICKER,USDDKK_CURNCY,BBG
DKK,FORWARD,NO_ADJ,USDDKK CURNCY,BBG
DKK,FORWARD,OECD CLI,OEDKKLAC Index,BBG
DKK,FORWARD,Return Period,252,BBG
DKK,FORWARD,RISK_TICKER,USDDKK CURNCY,BBG
DKK,FORWARD,RISK_TICKER2,DKKUSD CURNCY,BBG
DKK,FORWARD,TREND_PRICE,USDDKK CURNCY,BBG
EUR,FORWARD,10YYields,GTDEM10YR Corp,BBG
EUR,FORWARD,2YYields,GTDEM2YR Corp,BBG
EUR,FORWARD,3MYields,GECU3M Index,BBG
EUR,FORWARD,Balance of Payments,G10:N025BBPG,HAVER
EUR,FORWARD,Carry,EURI3M Curncy,BBG
EUR,FORWARD,Carry 12M,EURI12M CURNCY,BBG
EUR,FORWARD,Carry2,US0003M Index,BBG
EUR,FORWARD,Carry2 12M,US0012M Curncy,BBG
EUR,FORWARD,ClearMacro,Eurozone,CLEARMACRO
EUR,FORWARD,ClearMacro V3,Eurozone,CLEARMACRO
EUR,FORWARD,CPI,EMI64H..F,DATASTREAM
EUR,FORWARD,CPI_YOY,ECCPEMUY Index,BBG
EUR,FORWARD,Current Account,EHCAEU INDEX,BBG
EUR,FORWARD,Economic Surprises,CESIEUR Index,BBG
EUR,FORWARD,Equity Performance,SX5E Index,BBG
EUR,FORWARD,Inflation Surprises,CSIIEUR Index,BBG
EUR,FORWARD,Long term rate,BDGBOND.,DATASTREAM
EUR,FORWARD,OECD CLI,OE19KLAC Index,BBG
EUR,FORWARD,PPP,PPP EUAR Index,BBG
EUR,FORWARD,Return Period,66,BBG
EUR,FORWARD,RISK_TICKER,USDEUR CURNCY,BBG
EUR,FORWARD,RISK_TICKER2,EURUSD CURNCY,BBG
EUR,FORWARD,Short term rate,EMINTER3,DATASTREAM
EUR,FORWARD,Spot,USDEUR Curncy,BBG
EUR,FORWARD,Terms of Trade,BDTOTPRCE,DATASTREAM
EUR,FORWARD,Unemployment Rate,UMRTEMU Index,BBG
EUR,FUTURE,ACTIVE_TICKER,ECA CURNCY,BBG
EUR,FUTURE,Carry,EURUSD CURNCY,BBG
EUR,FUTURE,Carry2,EUR1M CURNCY,BBG
EUR,FUTURE,ClearMacro,Eurozone,CLEARMACRO
EUR,FUTURE,ClearMacro V3,Eurozone,CLEARMACRO
EUR,FUTURE,CPI,EMI64H..F,DATASTREAM
EUR,FUTURE,CPI_YOY,ECCPEMUY Index,BBG
EUR,FUTURE,Current Account,EHCAEU INDEX,BBG
EUR,FUTURE,Equity Performance,SX5E Index,BBG
EUR,FUTURE,FX XXXGBP,USDGBP CURNCY,BBG
EUR,FUTURE,GENERIC_TICKER,EC1_CURNCY,BBG
EUR,FUTURE,NO_ADJ,EC1 A:00_0_N? CURNCY,BBG
EUR,FUTURE,Return Period,66,BBG
EUR,FUTURE,RISK_TICKER,EC1 A:00_0_R? CURNCY,BBG
EUR,FUTURE,RISK_TICKER2,EC1 A:00_0_R? CURNCY,BBG
EUR,FUTURE,Short term rate,EMINTER3,DATASTREAM
EUR,FUTURE,Spot,EC1 A:00_0_R? CURNCY,BBG
EUR,FUTURE,Terms of Trade,BDTOTPRCE,DATASTREAM
EUR,FUTURE,TREND_PRICE,EC1 A:00_0_D? CURNCY,BBG
EUR,FUTURE,Unemployment Rate,UMRTEMU Index,BBG
EUROSTOXX,FUTURE,ACTIVE_TICKER,VGA INDEX,BBG
EUROSTOXX,FUTURE,Carry,VG1 A:00_0_N? INDEX,BBG
EUROSTOXX,FUTURE,Carry2,VG2 A:00_0_N? INDEX,BBG
EUROSTOXX,FUTURE,ClearMacro,Eurozone,CLEARMACRO
EUROSTOXX,FUTURE,FX XXXGBP,EURGBP CURNCY,BBG
EUROSTOXX,FUTURE,GENERIC_TICKER,VG1_INDEX,BBG
EUROSTOXX,FUTURE,NO_ADJ,VG1 A:00_0_N? INDEX,BBG
EUROSTOXX,FUTURE,Return Period,252,BBG
EUROSTOXX,FUTURE,RISK_TICKER,VG1 A:00_0_R? INDEX,BBG
EUROSTOXX,FUTURE,RISK_TICKER2,VG1 A:00_0_R? INDEX,BBG
EUROSTOXX,FUTURE,Spot,VG1 A:00_0_R? INDEX,BBG
EUROSTOXX,FUTURE,TREND_PRICE,VG1 A:00_0_D? INDEX,BBG
FRANCE,FUTURE,ACTIVE_TICKER,CFA INDEX,BBG
FRANCE,FUTURE,ASR ERP,FRASERP,DATASTREAM
FRANCE,FUTURE,Carry,CF1 A:00_0_N? INDEX,BBG
FRANCE,FUTURE,Carry2,CF2 A:00_0_N? INDEX,BBG
FRANCE,FUTURE,ClearMacro,France,CLEARMACRO
FRANCE,FUTURE,FX XXXGBP,EURGBP CURNCY,BBG
FRANCE,FUTURE,FX XXXUSD,EURUSD CURNCY,BBG
FRANCE,FUTURE,GENERIC_TICKER,CF1_INDEX,BBG
FRANCE,FUTURE,MSCI Index,MXFR INDEX,BBG
FRANCE,FUTURE,NO_ADJ,CF1 A:00_0_N? INDEX,BBG
FRANCE,FUTURE,Return Period,252,BBG
FRANCE,FUTURE,RISK_TICKER,CF1 A:00_0_R? INDEX,BBG
FRANCE,FUTURE,RISK_TICKER2,CF1 A:00_0_R? INDEX,BBG
FRANCE,FUTURE,Spot,CF1 A:00_0_R? INDEX,BBG
FRANCE,FUTURE,TREND_PRICE,CF1 A:00_0_D? INDEX,BBG
GASOLINE,FUTURE,ACTIVE_TICKER,XBA COMDTY,BBG
GASOLINE,FUTURE,Carry,XB1 A:00_0_N? COMDTY,BBG
GASOLINE,FUTURE,Carry2,XB2 A:00_0_N? COMDTY,BBG
GASOLINE,FUTURE,ClearMacro,Gasoline,CLEARMACRO
GASOLINE,FUTURE,FX XXXGBP,USDGBP CURNCY,BBG
GASOLINE,FUTURE,GENERIC_TICKER,XB1_COMDTY,BBG
GASOLINE,FUTURE,NO_ADJ,XB1 A:00_0_N? COMDTY,BBG
GASOLINE,FUTURE,Return Period,252,BBG
GASOLINE,FUTURE,RISK_TICKER,XB1 A:00_0_R? COMDTY,BBG
GASOLINE,FUTURE,RISK_TICKER2,XB1 A:00_0_R? COMDTY,BBG
GASOLINE,FUTURE,Spot,XB1 A:00_0_R? COMDTY,BBG
GASOLINE,FUTURE,TREND_PRICE,XB1 A:00_0_D? COMDTY,BBG
GBP,FORWARD,10YYields,GTGBP10YR Corp,BBG
GBP,FORWARD,2YYields,GTGBP2YR Corp,BBG
GBP,FORWARD,3MYields,UKGTB3M Index,BBG
GBP,FORWARD,Balance of Payments,G10:N112BBPG,HAVER
GBP,FORWARD,Carry,GBPI3M Curncy,BBG
GBP,FORWARD,Carry 12M,GBPI12M CURNCY,BBG
GBP,FORWARD,Carry2,US0003M Index,BBG
GBP,FORWARD,Carry2 12M,US0012M Curncy,BBG
GBP,FORWARD,ClearMacro,UK,CLEARMACRO
GBP,FORWARD,ClearMacro V3,GBR,CLEARMACRO
GBP,FORWARD,CPI,UKCONPRCF,DATASTREAM
GBP,FORWARD,CPI_YOY,UKRPCJYR Index,BBG
GBP,FORWARD,Current Account,EHCAGB INDEX,BBG
GBP,FORWARD,Economic Surprises,CESIGBP Index,BBG
GBP,FORWARD,Equity Performance,UKX Index,BBG
GBP,FORWARD,Inflation Surprises,CSIIGBP Index,BBG
GBP,FORWARD,Long term rate,UKGBOND.,DATASTREAM
GBP,FORWARD,OECD CLI,OEGBKLAC Index,BBG
GBP,FORWARD,PPP,PPP UK Index,BBG
GBP,FORWARD,Return Period,66,BBG
GBP,FORWARD,RISK_TICKER,USDGBP CURNCY,BBG
GBP,FORWARD,RISK_TICKER2,GBPUSD CURNCY,BBG
GBP,FORWARD,Short term rate,UKSOIA..,DATASTREAM
GBP,FORWARD,Spot,USDGBP Curncy,BBG
GBP,FORWARD,Terms of Trade,UKCTRM..F,DATASTREAM
GBP,FORWARD,Unemployment Rate,UKUEILOR Index,BBG
GBP,FUTURE,ACTIVE_TICKER,BPA CURNCY,BBG
GBP,FUTURE,Carry,GBPUSD CURNCY,BBG
GBP,FUTURE,Carry2,GBP1M CURNCY,BBG
GBP,FUTURE,ClearMacro,UK,CLEARMACRO
GBP,FUTURE,ClearMacro V3,GBR,CLEARMACRO
GBP,FUTURE,CPI,UKCONPRCF,DATASTREAM
GBP,FUTURE,CPI_YOY,UKRPCJYR Index,BBG
GBP,FUTURE,Current Account,EHCAGB INDEX,BBG
GBP,FUTURE,Equity Performance,UKX Index,BBG
GBP,FUTURE,FX XXXGBP,USDGBP CURNCY,BBG
GBP,FUTURE,GENERIC_TICKER,BP1_CURNCY,BBG
GBP,FUTURE,NO_ADJ,BP1 A:00_0_N? CURNCY,BBG
GBP,FUTURE,Return Period,66,BBG
GBP,FUTURE,RISK_TICKER,BP1 A:00_0_R? CURNCY,BBG
GBP,FUTURE,RISK_TICKER2,BP1 A:00_0_R? CURNCY,BBG
GBP,FUTURE,Spot,BP1 A:00_0_R? CURNCY,BBG
GBP,FUTURE,Terms of Trade,UKCTRM..F,DATASTREAM
GBP,FUTURE,TREND_PRICE,BP1 A:00_0_D? CURNCY,BBG
GBP,FUTURE,Unemployment Rate,EHUPUAY Index,BBG
GERMANY,FUTURE,ACTIVE_TICKER,GXA INDEX,BBG
GERMANY,FUTURE,ASR ERP,BDASERP,DATASTREAM
GERMANY,FUTURE,Carry,GX1 A:00_0_N? INDEX,BBG
GERMANY,FUTURE,Carry2,GX2 A:00_0_N? INDEX,BBG
GERMANY,FUTURE,ClearMacro,Germany,CLEARMACRO
GERMANY,FUTURE,FX XXXGBP,EURGBP CURNCY,BBG
GERMANY,FUTURE,FX XXXUSD,EURUSD CURNCY,BBG
GERMANY,FUTURE,GENERIC_TICKER,GX1_INDEX,BBG
GERMANY,FUTURE,MSCI Index,MXDE INDEX,BBG
GERMANY,FUTURE,NO_ADJ,GX1 A:00_0_N? INDEX,BBG
GERMANY,FUTURE,Return Period,252,BBG
GERMANY,FUTURE,RISK_TICKER,GX1 A:00_0_R? INDEX,BBG
GERMANY,FUTURE,RISK_TICKER2,GX1 A:00_0_R? INDEX,BBG
GERMANY,FUTURE,Spot,GX1 A:00_0_R? INDEX,BBG
GERMANY,FUTURE,TREND_PRICE,GX1 A:00_0_D? INDEX,BBG
GILT,FUTURE,10YYields,I02210Y INDEX,BBG
GILT,FUTURE,2YYields,I02202Y INDEX,BBG
GILT,FUTURE,ACTIVE_TICKER,G A COMDTY,BBG
GILT,FUTURE,Carry,I02203M INDEX,BBG
GILT,FUTURE,Carry2,I02209Y INDEX,BBG
GILT,FUTURE,Carry3,I02210Y INDEX,BBG
GILT,FUTURE,ClearMacro,UK,CLEARMACRO
GILT,FUTURE,Equity Performance,UKX Index,BBG
GILT,FUTURE,FX XXXGBP,USD CURNCY,BBG
GILT,FUTURE,GENERIC_TICKER,G_1_COMDTY,BBG
GILT,FUTURE,NO_ADJ,G 1 A:00_0_N? COMDTY,BBG
GILT,FUTURE,Return Period,252,BBG
GILT,FUTURE,RISK_TICKER,G 1 A:00_0_R? COMDTY,BBG
GILT,FUTURE,RISK_TICKER2,G 1 A:00_0_R? COMDTY,BBG
GILT,FUTURE,Spot,G 1 A:00_0_R? COMDTY,BBG
GILT,FUTURE,Terms of Trade,UKCTRM..F,DATASTREAM
GILT,FUTURE,TREND_PRICE,G 1 A:00_0_D? COMDTY,BBG
GOLD,FUTURE,ACTIVE_TICKER,GCA COMDTY,BBG
GOLD,FUTURE,Carry,GC1 A:00_0_N? COMDTY,BBG
GOLD,FUTURE,Carry2,GC2 A:00_0_N? COMDTY,BBG
GOLD,FUTURE,ClearMacro,Gold,CLEARMACRO
GOLD,FUTURE,GENERIC_TICKER,GC1_COMDTY,BBG
GOLD,FUTURE,NO_ADJ,GC1 A:00_0_N? COMDTY,BBG
GOLD,FUTURE,Return Period,252,BBG
GOLD,FUTURE,RISK_TICKER,GC1 A:00_0_R? COMDTY,BBG
GOLD,FUTURE,RISK_TICKER2,GC1 A:00_0_R? COMDTY,BBG
GOLD,FUTURE,Spot,GC1 A:00_0_R? COMDTY,BBG
GOLD,FUTURE,TREND_PRICE,GC1 A:00_0_D? COMDTY,BBG
HONG KONG,FUTURE,ACTIVE_TICKER,HIA INDEX,BBG
HONG KONG,FUTURE,ASR ERP,HKASERP,DATASTREAM
HONG KONG,FUTURE,Carry,HI1 A:00_0_N? INDEX,BBG
HONG KONG,FUTURE,Carry2,HI2 A:00_0_N? INDEX,BBG
HONG KONG,FUTURE,ClearMacro,Hong Kong,CLEARMACRO
HONG KONG,FUTURE,FX XXXGBP,HKDGBP CURNCY,BBG
HONG KONG,FUTURE,FX XXXUSD,HKDUSD CURNCY,BBG
HONG KONG,FUTURE,GENERIC_TICKER,HI1_INDEX,BBG
HONG KONG,FUTURE,MSCI Index,MXHK INDEX,BBG
HONG KONG,FUTURE,NO_ADJ,HI1 A:00_0_N? INDEX,BBG
HONG KONG,FUTURE,Return Period,252,BBG
HONG KONG,FUTURE,RISK_TICKER,HI1 A:00_0_R? INDEX,BBG
HONG KONG,FUTURE,RISK_TICKER2,HI1 A:00_0_R? INDEX,BBG
HONG KONG,FUTURE,Spot,HI1 A:00_0_R? INDEX,BBG
HONG KONG,FUTURE,TREND_PRICE,HI1 A:00_0_D? INDEX,BBG
HUF,FORWARD,10YYields,GHGB10YR Index,BBG
HUF,FORWARD,2M_FWD,HUF2M CMPN Curncy,BBG
HUF,FORWARD,2YYields,GHGB3YR Index,BBG
HUF,FORWARD,3M_FWD,HUF3M CMPN Curncy,BBG
HUF,FORWARD,3MYields,GHTB3M Index,BBG
HUF,FORWARD,ACTIVE_TICKER,USDHUFCR CURNCY,BBG
HUF,FORWARD,Carry,HUFI3M Curncy,BBG
HUF,FORWARD,Carry2,US0003M Curncy,BBG
HUF,FORWARD,Carry3,CEWSHUF Index,BBG
HUF,FORWARD,ClearMacro,Hungary,CLEARMACRO
HUF,FORWARD,CPI_YOY,HUCPIYY Index,BBG
HUF,FORWARD,Current Account,EHCAHU INDEX,BBG
HUF,FORWARD,Economic Surprises,CESIHUF Index,BBG
HUF,FORWARD,Equity Performance,BUX Index,BBG
HUF,FORWARD,FX XXXGBP,HUFGBP CURNCY,BBG
HUF,FORWARD,GBP_Spot,GBPHUF Curncy,BBG
HUF,FORWARD,GENERIC_TICKER,USDHUFCR_CURNCY,BBG
