Security,Type,InputType,Input,Source
HUF,FORWARD,IMPVOL,USDHUFV3M Curncy,BBG
HUF,FORWARD,Inflation Surprises,CSIIHUF Index,BBG
HUF,FORWARD,NO_ADJ,USDHUF CURNCY,BBG
HUF,FORWARD,OECD CLI,OEHUKLAC Index,BBG
HUF,FORWARD,PPP,IPPPHUN Index,BBG
HUF,FORWARD,Return Period,252,BBG
HUF,FORWARD,RISK_TICKER,USDHUF CURNCY,BBG
HUF,FORWARD,RISK_TICKER2,HUFUSD CURNCY,BBG
HUF,FORWARD,Spot,USDHUF CURNCY,BBG
HUF,FORWARD,TREND_PRICE,USDHUF CURNCY,BBG
HUF,FORWARD,Unemployment Rate,EHUPHU Index,BBG
HUF,FORWARD,USD_Spot,USDHUF Curncy,BBG
IDR,FORWARD,10YYields,GIDN10YR Index,BBG
IDR,FORWARD,2M_FWD,IHN2M CMPN Curncy,BBG
IDR,FORWARD,2YYields,GIDN2YR Index,BBG
IDR,FORWARD,3M_FWD,IHN3M CMPN Curncy,BBG
IDR,FORWARD,3MYields,JIIN3M Index,BBG
IDR,FORWARD,ACTIVE_TICKER,USDIDRCR CURNCY,BBG
IDR,FORWARD,Carry,IHNI3M Curncy,BBG
IDR,FORWARD,Carry2,US0003M Curncy,BBG
IDR,FORWARD,Carry3,CEWSIDR Index,BBG
IDR,FORWARD,ClearMacro,Indonesia,CLEARMACRO
IDR,FORWARD,CPI_YOY,IDCPIY Index,BBG
IDR,FORWARD,Current Account,EHCAID INDEX,BBG
IDR,FORWARD,Economic Surprises,CESIIDR Index,BBG
IDR,FORWARD,Equity Performance,JCI Index,BBG
IDR,FORWARD,FX XXXGBP,IDRGBP CURNCY,BBG
IDR,FORWARD,GBP_Spot,GBPIDR Curncy,BBG
IDR,FORWARD,GENERIC_TICKER,USDIDRCR_CURNCY,BBG
IDR,FORWARD,IMPVOL,USDIDRV3M Curncy,BBG
IDR,FORWARD,Inflation Surprises,CSIIIDR Index,BBG
IDR,FORWARD,NO_ADJ,USDIDR CURNCY,BBG
IDR,FORWARD,OECD CLI,OEIDKLAC Index,BBG
IDR,FORWARD,PPP,IPPPIDN Index,BBG
IDR,FORWARD,Return Period,22,BBG
IDR,FORWARD,RISK_TICKER,USDIDR CURNCY,BBG
IDR,FORWARD,RISK_TICKER2,IDRUSD CURNCY,BBG
IDR,FORWARD,Spot,USDIDR CURNCY,BBG
IDR,FORWARD,TREND_PRICE,USDIDR CURNCY,BBG
IDR,FORWARD,Unemployment Rate,EHUPIDY Index,BBG
IDR,FORWARD,USD_Spot,USDIDR Curncy,BBG
ILS,FORWARD,10YYields,GTILS10Y Govt,BBG
ILS,FORWARD,2M_FWD,ILS2M Curncy,BBG
ILS,FORWARD,2YYields,GTILS2Y Govt,BBG
ILS,FORWARD,3M_FWD,ILS3M Curncy,BBG
ILS,FORWARD,3MYields,TELBOR03 Index,BBG
ILS,FORWARD,ACTIVE_TICKER,USDILSCR CURNCY,BBG
ILS,FORWARD,Carry,ILSI3M Curncy,BBG
ILS,FORWARD,Carry 12M,ILSI12M Curncy,BBG
ILS,FORWARD,Carry2,US0003M Curncy,BBG
ILS,FORWARD,Carry2 12M,US0012M Curncy,BBG
ILS,FORWARD,Carry3,CEWSILS Index,BBG
ILS,FORWARD,ClearMacro,Israel,CLEARMACRO
ILS,FORWARD,CPI_YOY,ISCPIYYN Index,BBG
ILS,FORWARD,Current Account,EHCAIL INDEX,BBG
ILS,FORWARD,Equity Performance,TA-35 Index,BBG
ILS,FORWARD,FX XXXGBP,ILSGBP CURNCY,BBG
ILS,FORWARD,GBP_Spot,GBPILS Curncy,BBG
ILS,FORWARD,GENERIC_TICKER,USDILSCR_CURNCY,BBG
ILS,FORWARD,IMPVOL,USDILSV3M Curncy,BBG
ILS,FORWARD,NO_ADJ,USDILS CURNCY,BBG
ILS,FORWARD,OECD CLI,OEILKLAF Index,BBG
ILS,FORWARD,PPP,IPPPISR Index,BBG
ILS,FORWARD,Return Period,22,BBG
ILS,FORWARD,RISK_TICKER,USDILS CURNCY,BBG
ILS,FORWARD,RISK_TICKER2,ILSUSD CURNCY,BBG
ILS,FORWARD,Spot,USDILS CURNCY,BBG
ILS,FORWARD,TREND_PRICE,USDILS CURNCY,BBG
ILS,FORWARD,Unemployment Rate,EHUPILY Index,BBG
ILS,FORWARD,USD_Spot,USDILS Curncy,BBG
INDIA,FUTURE,ACTIVE_TICKER,IHA INDEX,BBG
INDIA,FUTURE,ASR ERP,INASERP,DATASTREAM
INDIA,FUTURE,Carry,IH1 A:00_0_N? INDEX,BBG
INDIA,FUTURE,Carry2,IH2 A:00_0_N? INDEX,BBG
INDIA,FUTURE,ClearMacro,India,CLEARMACRO
INDIA,FUTURE,FX XXXGBP,USDGBP CURNCY,BBG
INDIA,FUTURE,FX XXXUSD,INRUSD CURNCY,BBG
INDIA,FUTURE,GENERIC_TICKER,IH1_INDEX,BBG
INDIA,FUTURE,MSCI Index,MXIN INDEX,BBG
INDIA,FUTURE,NO_ADJ,IH1 A:00_0_N? INDEX,BBG
INDIA,FUTURE,Return Period,252,BBG
INDIA,FUTURE,RISK_TICKER,IH1 A:00_0_R? INDEX,BBG
INDIA,FUTURE,RISK_TICKER2,IH1 A:00_0_R? INDEX,BBG
INDIA,FUTURE,Spot,IH1 A:00_0_R? INDEX,BBG
INDIA,FUTURE,TREND_PRICE,IH1 A:00_0_D? INDEX,BBG
INR,FORWARD,10YYields,GIND10YR Index,BBG
INR,FORWARD,2M_FWD,IRN2M CMPN Curncy,BBG
INR,FORWARD,2YYields,GIND2YR Index,BBG
INR,FORWARD,3M_FWD,IRN3M CMPN Curncy,BBG
INR,FORWARD,3MYields,IN003M Index,BBG
INR,FORWARD,ACTIVE_TICKER,USDINRCR CURNCY,BBG
INR,FORWARD,Carry,IRNI3M Curncy,BBG
INR,FORWARD,Carry 12M,IRNI12M CMPN Curncy,BBG
INR,FORWARD,Carry2,US0003M Curncy,BBG
INR,FORWARD,Carry2 12M,US0012M Curncy,BBG
INR,FORWARD,Carry3,CEWSINR Index,BBG
INR,FORWARD,ClearMacro,India,CLEARMACRO
INR,FORWARD,CPI_YOY,INFUTOTY Index,BBG
INR,FORWARD,Current Account,EHCAIN INDEX,BBG
INR,FORWARD,Economic Surprises,CESIINR Index,BBG
INR,FORWARD,Equity Performance,NIFTY Index,BBG
INR,FORWARD,FX XXXGBP,INRGBP CURNCY,BBG
INR,FORWARD,GBP_Spot,GBPINR Curncy,BBG
INR,FORWARD,GENERIC_TICKER,USDINRCR_CURNCY,BBG
INR,FORWARD,IMPVOL,USDINRV3M Curncy,BBG
INR,FORWARD,Inflation Surprises,CSIIINR Index,BBG
INR,FORWARD,NO_ADJ,USDINR CURNCY,BBG
INR,FORWARD,OECD CLI,OEINKLAC Index,BBG
INR,FORWARD,PPP,IPPPIND Index,BBG
INR,FORWARD,Return Period,22,BBG
INR,FORWARD,RISK_TICKER,USDINR CURNCY,BBG
INR,FORWARD,RISK_TICKER2,INRUSD CURNCY,BBG
INR,FORWARD,Spot,USDINR CURNCY,BBG
INR,FORWARD,TREND_PRICE,USDINR CURNCY,BBG
INR,FORWARD,Unemployment Rate,INUNCIA Index,BBG
INR,FORWARD,USD_Spot,USDINR Curncy,BBG
ITALY,FUTURE,ACTIVE_TICKER,STA INDEX,BBG
ITALY,FUTURE,ASR ERP,ITASERP,DATASTREAM
ITALY,FUTURE,Carry,ST1 A:00_0_N? INDEX,BBG
ITALY,FUTURE,Carry2,ST2 A:00_0_N? INDEX,BBG
ITALY,FUTURE,ClearMacro,Italy,CLEARMACRO
ITALY,FUTURE,FX XXXGBP,EURGBP CURNCY,BBG
ITALY,FUTURE,FX XXXUSD,EURUSD CURNCY,BBG
ITALY,FUTURE,GENERIC_TICKER,ST1_INDEX,BBG
ITALY,FUTURE,MSCI Index,MXIT INDEX,BBG
ITALY,FUTURE,NO_ADJ,ST1 A:00_0_N? INDEX,BBG
ITALY,FUTURE,Return Period,252,BBG
ITALY,FUTURE,RISK_TICKER,ST1 A:00_0_R? INDEX,BBG
ITALY,FUTURE,RISK_TICKER2,ST1 A:00_0_R? INDEX,BBG
ITALY,FUTURE,Spot,ST1 A:00_0_R? INDEX,BBG
ITALY,FUTURE,TREND_PRICE,ST1 A:00_0_D? INDEX,BBG
JAPAN,FUTURE,ACTIVE_TICKER,NKA INDEX,BBG
JAPAN,FUTURE,ASR ERP,JPASERP,DATASTREAM
JAPAN,FUTURE,Carry,NK1 A:00_0_N? INDEX,BBG
JAPAN,FUTURE,Carry2,NK2 A:00_0_N? INDEX,BBG
JAPAN,FUTURE,ClearMacro,Japan,CLEARMACRO
JAPAN,FUTURE,CPI,JPI64...F,DATASTREAM
JAPAN,FUTURE,FX XXXGBP,JPYGBP CURNCY,BBG
JAPAN,FUTURE,FX XXXUSD,JPYUSD CURNCY,BBG
JAPAN,FUTURE,GENERIC_TICKER,NK1_INDEX,BBG
JAPAN,FUTURE,MSCI Index,MXJP INDEX,BBG
JAPAN,FUTURE,NO_ADJ,NK1 A:00_0_N? INDEX,BBG
JAPAN,FUTURE,Return Period,252,BBG
JAPAN,FUTURE,RISK_TICKER,NK1 A:00_0_R? INDEX,BBG
JAPAN,FUTURE,RISK_TICKER2,NK1 A:00_0_R? INDEX,BBG
JAPAN,FUTURE,Spot,NK1 A:00_0_R? INDEX,BBG
JAPAN,FUTURE,TREND_PRICE,NK1 A:00_0_D? INDEX,BBG
JGB,FUTURE,ACTIVE_TICKER,JBA COMDTY,BBG
JGB,FUTURE,Carry,I01803M INDEX,BBG
JGB,FUTURE,Carry2,I01809Y INDEX,BBG
JGB,FUTURE,Carry3,I01810Y INDEX,BBG
JGB,FUTURE,ClearMacro,Japan,CLEARMACRO
JGB,FUTURE,Equity Performance,NKY Index,BBG
JGB,FUTURE,GENERIC_TICKER,JB1_COMDTY,BBG
JGB,FUTURE,NO_ADJ,JB1 A:00_0_N? COMDTY,BBG
JGB,FUTURE,Return Period,252,BBG
JGB,FUTURE,RISK_TICKER,JB1 A:00_0_R? COMDTY,BBG
JGB,FUTURE,RISK_TICKER2,JB1 A:00_0_R? COMDTY,BBG
JGB,FUTURE,Spot,JB1 A:00_0_R? COMDTY,BBG
JGB,FUTURE,TREND_PRICE,JB1 A:00_0_D? COMDTY,BBG
JPY,FORWARD,10YYields,GTJPY10YR Corp,BBG
JPY,FORWARD,2YYields,GTJPY2YR Corp,BBG
JPY,FORWARD,3MYields,GJTB3MO Index,BBG
JPY,FORWARD,Balance of Payments,G10:N158BBPG,HAVER
JPY,FORWARD,Carry,JPYI3M Curncy,BBG
JPY,FORWARD,Carry 12M,JPYI12M CURNCY,BBG
JPY,FORWARD,Carry2,US0003M Index,BBG
JPY,FORWARD,Carry2 12M,US0012M Curncy,BBG
JPY,FORWARD,ClearMacro,Japan,CLEARMACRO
JPY,FORWARD,ClearMacro V3,JPN,CLEARMACRO
JPY,FORWARD,CPI,JPI64...F,DATASTREAM
JPY,FORWARD,CPI_YOY,JNCPIYOY Index,BBG
JPY,FORWARD,Current Account,EHCAJP INDEX,BBG
JPY,FORWARD,Economic Surprises,CESIJPY Index,BBG
JPY,FORWARD,Equity Performance,NKY Index,BBG
JPY,FORWARD,Inflation Surprises,CSIIJPY Index,BBG
JPY,FORWARD,Long term rate,JPGBOND.,DATASTREAM
JPY,FORWARD,OECD CLI,OEJPKLAC Index,BBG
JPY,FORWARD,PPP,PPP JN Index,BBG
JPY,FORWARD,Return Period,66,BBG
JPY,FORWARD,RISK_TICKER,USDJPY CURNCY,BBG
JPY,FORWARD,RISK_TICKER2,JPYUSD CURNCY,BBG
JPY,FORWARD,Short term rate,JPMSHORT,DATASTREAM
JPY,FORWARD,Spot,USDJPY Curncy,BBG
JPY,FORWARD,Terms of Trade,JPTOTPRCF,DATASTREAM
JPY,FORWARD,Unemployment Rate,JNUNRT Index,BBG
JPY,FUTURE,ACTIVE_TICKER,JYA CURNCY,BBG
JPY,FUTURE,Carry,JPYUSD CURNCY,BBG
JPY,FUTURE,Carry2,JPY1M CURNCY,BBG
JPY,FUTURE,ClearMacro,Japan,CLEARMACRO
JPY,FUTURE,ClearMacro V3,JPN,CLEARMACRO
JPY,FUTURE,CPI,JPI64...F,DATASTREAM
JPY,FUTURE,CPI_YOY,JNCPIYOY Index,BBG
JPY,FUTURE,Current Account,EHCAJP INDEX,BBG
JPY,FUTURE,Equity Performance,NKY Index,BBG
JPY,FUTURE,FX XXXGBP,USDGBP CURNCY,BBG
JPY,FUTURE,GENERIC_TICKER,JY1_CURNCY,BBG
JPY,FUTURE,NO_ADJ,JY1 A:00_0_N? CURNCY,BBG
JPY,FUTURE,Return Period,66,BBG
JPY,FUTURE,RISK_TICKER,JY1 A:00_0_R? CURNCY,BBG
JPY,FUTURE,RISK_TICKER2,JY1 A:00_0_R? CURNCY,BBG
JPY,FUTURE,Spot,JY1 A:00_0_R? CURNCY,BBG
JPY,FUTURE,Terms of Trade,JPTOTPRCF,DATASTREAM
JPY,FUTURE,TREND_PRICE,JY1 A:00_0_D? CURNCY,BBG
JPY,FUTURE,Unemployment Rate,JNUNRT Index,BBG
KOREA,FUTURE,ACTIVE_TICKER,KMA INDEX,BBG
KOREA,FUTURE,ASR ERP,KOASERP,DATASTREAM
KOREA,FUTURE,Carry,KM1 A:00_0_N? INDEX,BBG
KOREA,FUTURE,Carry2,KM2 A:00_0_N? INDEX,BBG
KOREA,FUTURE,ClearMacro,S. Korea,CLEARMACRO
KOREA,FUTURE,FX XXXGBP,KRWGBP CURNCY,BBG
KOREA,FUTURE,FX XXXUSD,KRWUSD CURNCY,BBG
KOREA,FUTURE,GENERIC_TICKER,KM1_INDEX,BBG
KOREA,FUTURE,MSCI Index,MXKR INDEX,BBG
KOREA,FUTURE,NO_ADJ,KM1 A:00_0_N? INDEX,BBG
KOREA,FUTURE,Return Period,252,BBG
KOREA,FUTURE,RISK_TICKER,KM1 A:00_0_R? INDEX,BBG
KOREA,FUTURE,RISK_TICKER2,KM1 A:00_0_R? INDEX,BBG
KOREA,FUTURE,Spot,KM1 A:00_0_R? INDEX,BBG
KOREA,FUTURE,TREND_PRICE,KM1 A:00_0_D? INDEX,BBG
KRW,FORWARD,10YYields,GVSK10YR Index,BBG
KRW,FORWARD,2M_FWD,KWN2M Curncy,BBG
KRW,FORWARD,2YYields,GVSK2YR Index,BBG
KRW,FORWARD,3M_FWD,KWN3M Curncy,BBG
KRW,FORWARD,3MYields,KRBO3M Index,BBG
KRW,FORWARD,ACTIVE_TICKER,USDKRWCR CURNCY,BBG
KRW,FORWARD,Carry,KWNI3M Curncy,BBG
KRW,FORWARD,Carry 12M,KWNI12M CURNCY,BBG
KRW,FORWARD,Carry2,US0003M Curncy,BBG
KRW,FORWARD,Carry2 12M,US0012M Curncy,BBG
KRW,FORWARD,Carry3,CEWSKRW Index,BBG
KRW,FORWARD,ClearMacro,S. Korea,CLEARMACRO
KRW,FORWARD,CPI_YOY,KOCPIYOY Index,BBG
KRW,FORWARD,Current Account,EHCAKR INDEX,BBG
KRW,FORWARD,Economic Surprises,CESIKRW Index,BBG
KRW,FORWARD,Equity Performance,KOSPI Index,BBG
KRW,FORWARD,FX XXXGBP,KRWGBP CURNCY,BBG
KRW,FORWARD,GBP_Spot,GBPKRW Curncy,BBG
KRW,FORWARD,GENERIC_TICKER,USDKRWCR CURNCY,BBG
KRW,FORWARD,IMPVOL,USDKRWV3M Curncy,BBG
KRW,FORWARD,Inflation Surprises,CSIIKRW Index,BBG
KRW,FORWARD,NO_ADJ,USDKRW CURNCY,BBG
KRW,FORWARD,OECD CLI,OEKRKLAC Index,BBG
KRW,FORWARD,PPP,IPPPKOR Index,BBG
KRW,FORWARD,Return Period,22,BBG
KRW,FORWARD,RISK_TICKER,USDKRW CURNCY,BBG
KRW,FORWARD,RISK_TICKER2,KRWUSD CURNCY,BBG
KRW,FORWARD,Spot,USDKRW CURNCY,BBG
KRW,FORWARD,TREND_PRICE,USDKRW CURNCY,BBG
KRW,FORWARD,Unemployment Rate,EHUPKRY Index,BBG
KRW,FORWARD,USD_Spot,USDKRW Curncy,BBG
LIBOR 3M,INTEREST RATE,Equity Performance,SPX Index,BBG
LIBOR 3M,INTEREST RATE,RISK_TICKER,US0003M Index,BBG
LIBOR 3M,INTEREST RATE,RISK_TICKER2,US0003M Index,BBG
MEXICO,FUTURE,ACTIVE_TICKER,ISA INDEX,BBG
MEXICO,FUTURE,Carry,IS1 A:00_0_N? INDEX,BBG
MEXICO,FUTURE,Carry2,IS2 A:00_0_N? INDEX,BBG
MEXICO,FUTURE,ClearMacro,Mexico,CLEARMACRO
MEXICO,FUTURE,GENERIC_TICKER,IS1_INDEX,BBG
MEXICO,FUTURE,NO_ADJ,IS1 A:00_0_N? INDEX,BBG
MEXICO,FUTURE,Return Period,252,BBG
MEXICO,FUTURE,RISK_TICKER,IS1 A:00_0_R? INDEX,BBG
MEXICO,FUTURE,RISK_TICKER2,IS1 A:00_0_R? INDEX,BBG
MEXICO,FUTURE,Spot,IS1 A:00_0_R? INDEX,BBG
MEXICO,FUTURE,TREND_PRICE,IS1 A:00_0_D? INDEX,BBG
MSCI EM,FUTURE,ACTIVE_TICKER,MESA INDEX,BBG
MSCI EM,FUTURE,Carry,MES1 A:00_0_N? INDEX,BBG
MSCI EM,FUTURE,Carry2,MES2 A:00_0_N? INDEX,BBG
MSCI EM,FUTURE,ClearMacro,Emerging Markets,CLEARMACRO
MSCI EM,FUTURE,GENERIC_TICKER,MES1_INDEX,BBG
MSCI EM,FUTURE,NO_ADJ,MES1 A:00_0_N? INDEX,BBG
MSCI EM,FUTURE,Return Period,252,BBG
MSCI EM,FUTURE,RISK_TICKER,MES1 A:00_0_R? INDEX,BBG
MSCI EM,FUTURE,RISK_TICKER2,MES1 A:00_0_R? INDEX,BBG
MSCI EM,FUTURE,Spot,MES1 A:00_0_R? INDEX,BBG
MSCI EM,FUTURE,TREND_PRICE,MES1 A:00_0_D? INDEX,BBG
MXN,FORWARD,10YYields,GMXN10YR Index,BBG
MXN,FORWARD,2M_FWD,MXN2M CMPN Curncy,BBG
MXN,FORWARD,2YYields,GMXN02YR Index,BBG
MXN,FORWARD,3M_FWD,MXN3M CMPN Curncy,BBG
MXN,FORWARD,3MYields,MPTBC CMPN Curncy,BBG
MXN,FORWARD,ACTIVE_TICKER,USDMXNCR CURNCY,BBG
MXN,FORWARD,Carry,MXNI3M Curncy,BBG
MXN,FORWARD,Carry 12M,MPI12M CMPN Curncy,BBG
MXN,FORWARD,Carry2,US0003M Curncy,BBG
MXN,FORWARD,Carry2 12M,US0012M Curncy,BBG
MXN,FORWARD,Carry3,CEWSMXN Index,BBG
MXN,FORWARD,ClearMacro,Mexico,CLEARMACRO
MXN,FORWARD,CPI_YOY,MXCPYOY Index,BBG
MXN,FORWARD,Current Account,EHCAMX INDEX,BBG
MXN,FORWARD,Economic Surprises,CESIMXN Index,BBG
MXN,FORWARD,Equity Performance,MEXBOL Index,BBG
MXN,FORWARD,FX XXXGBP,MXNGBP CURNCY,BBG
MXN,FORWARD,GBP_Spot,GBPMXN Curncy,BBG
MXN,FORWARD,GENERIC_TICKER,USDMXNCR_CURNCY,BBG
MXN,FORWARD,IMPVOL,USDMXNV3M Curncy,BBG
MXN,FORWARD,Inflation Surprises,CSIIMXN Index,BBG
MXN,FORWARD,NO_ADJ,USDMXN CURNCY,BBG
MXN,FORWARD,OECD CLI,OEMXKLAC Index,BBG
MXN,FORWARD,PPP,IPPPMEX Index,BBG
MXN,FORWARD,Return Period,22,BBG
MXN,FORWARD,RISK_TICKER,USDMXN CURNCY,BBG
MXN,FORWARD,RISK_TICKER2,MXNUSD CURNCY,BBG
MXN,FORWARD,Spot,USDMXN CURNCY,BBG
MXN,FORWARD,TREND_PRICE,USDMXN CURNCY,BBG
MXN,FORWARD,Unemployment Rate,EHUPMXY Index,BBG
MXN,FORWARD,USD_Spot,USDMXN Curncy,BBG
MYR,FORWARD,10YYields,MGIY10Y Index,BBG
MYR,FORWARD,2M_FWD,MRN2M CMPN Curncy,BBG
MYR,FORWARD,2YYields,MGIY2Y Index,BBG
MYR,FORWARD,3M_FWD,MRN3M CMPN Curncy,BBG
MYR,FORWARD,3MYields,KLIB3M Index,BBG
MYR,FORWARD,ACTIVE_TICKER,USDMYR CURNCY,BBG
MYR,FORWARD,Carry,MRNI3M Curncy,BBG
MYR,FORWARD,Carry2,US0003M Curncy,BBG
MYR,FORWARD,Carry3,CEWSMYR Index,BBG
MYR,FORWARD,ClearMacro,Malaysia,CLEARMACRO
MYR,FORWARD,CPI_YOY,MACPIYOY Index,BBG
MYR,FORWARD,Current Account,EHCAMY INDEX,BBG
MYR,FORWARD,Economic Surprises,CESIMYR Index,BBG
MYR,FORWARD,Equity Performance,FBMKLCI Index,BBG
MYR,FORWARD,FX XXXGBP,MYRGBP CURNCY,BBG
MYR,FORWARD,GBP_Spot,GBPMYR Curncy,BBG
MYR,FORWARD,GENERIC_TICKER,USDMYR_CURNCY,BBG
MYR,FORWARD,IMPVOL,USDMYRV3M Curncy,BBG
MYR,FORWARD,Inflation Surprises,CSIIMYR Index,BBG
MYR,FORWARD,NO_ADJ,USDMYR CURNCY,BBG
MYR,FORWARD,PPP,IPPPMYS Index,BBG
MYR,FORWARD,Return Period,22,BBG
MYR,FORWARD,RISK_TICKER,USDMYR CURNCY,BBG
MYR,FORWARD,RISK_TICKER2,MYRUSD CURNCY,BBG
MYR,FORWARD,Spot,USDMYR CURNCY,BBG
MYR,FORWARD,TREND_PRICE,USDMYR CURNCY,BBG
MYR,FORWARD,Unemployment Rate,MAEPMUN% Index,BBG
MYR,FORWARD,USD_Spot,USDMYR Curncy,BBG
NASDAQ,FUTURE,ACTIVE_TICKER,NQA INDEX,BBG
NASDAQ,FUTURE,Carry,NQ1 A:00_0_N? INDEX,BBG
NASDAQ,FUTURE,Carry2,NQ2 A:00_0_N? INDEX,BBG
NASDAQ,FUTURE,ClearMacro,US Information Technology,CLEARMACRO
NASDAQ,FUTURE,FX XXXGBP,USDGBP CURNCY,BBG
NASDAQ,FUTURE,GENERIC_TICKER,NQ1_INDEX,BBG
NASDAQ,FUTURE,NO_ADJ,NQ1 A:00_0_N? INDEX,BBG
NASDAQ,FUTURE,Return Period,252,BBG
NASDAQ,FUTURE,RISK_TICKER,NQ1 A:00_0_R? INDEX,BBG
NASDAQ,FUTURE,RISK_TICKER2,NQ1 A:00_0_R? INDEX,BBG
NASDAQ,FUTURE,Spot,NQ1 A:00_0_R? INDEX,BBG
NASDAQ,FUTURE,TREND_PRICE,NQ1 A:00_0_D? INDEX,BBG
NATURAL GAS,FUTURE,ACTIVE_TICKER,NGA COMDTY,BBG
NATURAL GAS,FUTURE,Carry,NG1 A:00_0_N? COMDTY,BBG
NATURAL GAS,FUTURE,Carry2,NG2 A:00_0_N? COMDTY,BBG
NATURAL GAS,FUTURE,ClearMacro,Natural Gas,CLEARMACRO
NATURAL GAS,FUTURE,FX XXXGBP,USDGBP CURNCY,BBG
NATURAL GAS,FUTURE,GENERIC_TICKER,NG1_COMDTY,BBG
NATURAL GAS,FUTURE,NO_ADJ,NG1 A:00_0_N? COMDTY,BBG
NATURAL GAS,FUTURE,Return Period,252,BBG
NATURAL GAS,FUTURE,RISK_TICKER,NG1 A:00_0_R? COMDTY,BBG
NATURAL GAS,FUTURE,RISK_TICKER2,NG1 A:00_0_R? COMDTY,BBG
NATURAL GAS,FUTURE,Spot,NG1 A:00_0_R? COMDTY,BBG
NATURAL GAS,FUTURE,TREND_PRICE,NG1 A:00_0_D? COMDTY,BBG
NETHERLANDS,FUTURE,ACTIVE_TICKER,EOA INDEX,BBG
NETHERLANDS,FUTURE,ASR ERP,NLASERP,DATASTREAM
NETHERLANDS,FUTURE,Carry,EO1 A:00_0_N? INDEX,BBG
NETHERLANDS,FUTURE,Carry2,EO2 A:00_0_N? INDEX,BBG
NETHERLANDS,FUTURE,ClearMacro,Netherlands,CLEARMACRO
NETHERLANDS,FUTURE,FX XXXGBP,EURGBP CURNCY,BBG
NETHERLANDS,FUTURE,FX XXXUSD,EURUSD CURNCY,BBG
NETHERLANDS,FUTURE,GENERIC_TICKER,EO1_INDEX,BBG
NETHERLANDS,FUTURE,MSCI Index,MXNL INDEX,BBG
NETHERLANDS,FUTURE,NO_ADJ,EO1 A:00_0_N? INDEX,BBG
NETHERLANDS,FUTURE,Return Period,252,BBG
